gpu,arm,probe,dtype,size,direction,kind,causal,flops,ms,n_cards
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,bf16,524288,fwd,,,524288.0,0.0019096000492572784,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,bf16,524288,fwd_bwd,,,1572864.0,0.004889599978923798,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,bf16,2097152,fwd,,,2097152.0,0.004193280041217804,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,bf16,2097152,fwd_bwd,,,6291456.0,0.01195688590318143,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,bf16,8388608,fwd,,,8388608.0,0.013905919790267944,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,bf16,8388608,fwd_bwd,,,25165824.0,0.1412505626678467,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,bf16,33554432,fwd,,,33554432.0,0.3116031885147095,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,bf16,33554432,fwd_bwd,,,100663296.0,0.9101311683654785,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,bf16,67108864,fwd,,,67108864.0,0.623307180404663,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,bf16,67108864,fwd_bwd,,,201326592.0,1.8212799072265624,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,bf16,134217728,fwd,,,134217728.0,1.2424533367156982,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,bf16,134217728,fwd_bwd,,,402653184.0,3.6382720470428467,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,bf16,268435456,fwd,,,268435456.0,2.488309383392334,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,bf16,268435456,fwd_bwd,,,805306368.0,7.271423816680908,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp16,524288,fwd,,,524288.0,0.0019148799777030945,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp16,524288,fwd_bwd,,,1572864.0,0.0048640000820159915,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp16,2097152,fwd,,,2097152.0,0.004207519888877869,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp16,2097152,fwd_bwd,,,6291456.0,0.011920095917707431,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp16,8388608,fwd,,,8388608.0,0.013916159868240357,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp16,8388608,fwd_bwd,,,25165824.0,0.14202879905700683,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp16,33554432,fwd,,,33554432.0,0.3117568016052246,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp16,33554432,fwd_bwd,,,100663296.0,0.9111552238464355,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp16,67108864,fwd,,,67108864.0,0.6222335815429687,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp16,67108864,fwd_bwd,,,201326592.0,1.820262336730957,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp16,134217728,fwd,,,134217728.0,1.2462080319722493,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp16,134217728,fwd_bwd,,,402653184.0,3.6413440704345703,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp16,268435456,fwd,,,268435456.0,2.484565258026123,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp16,268435456,fwd_bwd,,,805306368.0,7.2724480628967285,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp32,524288,fwd,,,524288.0,0.0024268800020217896,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp32,524288,fwd_bwd,,,1572864.0,0.007453439831733704,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp32,2097152,fwd,,,2097152.0,0.007101119756698609,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp32,2097152,fwd_bwd,,,6291456.0,0.02286545525897633,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp32,8388608,fwd,,,8388608.0,0.14220800399780273,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp32,8388608,fwd_bwd,,,25165824.0,0.41461761474609377,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp32,33554432,fwd,,,33554432.0,0.616644811630249,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp32,33554432,fwd_bwd,,,100663296.0,1.8103872299194337,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp32,67108864,fwd,,,67108864.0,1.2336128234863282,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp32,67108864,fwd_bwd,,,201326592.0,3.6227073669433594,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp32,134217728,fwd,,,134217728.0,2.463402589162191,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp32,134217728,fwd_bwd,,,402653184.0,7.231488227844238,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp32,268435456,fwd,,,268435456.0,4.9445546468098955,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,elementwise,fp32,268435456,fwd_bwd,,,805306368.0,14.502911567687988,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m1024n1024k1024,fwd,,,2147483648.0,0.04047934619747862,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m1024n1024k1024,fwd_bwd,,,6442450944.0,0.12876799702644348,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m1072n1280k1728,fwd_bwd,,,14226554880.0,0.23722667164272732,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m1072n832k2752,fwd_bwd,,,14727118848.0,0.251008003950119,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m1872n960k1856,fwd_bwd,,,20012728320.0,0.3496319850285848,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m2048n1536k576,fwd,,,3623878656.0,0.05863906004849602,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m2048n1536k576,fwd_bwd,,,10871635968.0,0.17721333106358847,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m2048n2048k2048,fwd,,,17179869184.0,0.24360959529876708,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m2048n2048k2048,fwd_bwd,,,51539607552.0,0.7401472091674804,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m2048n3072k768,fwd,,,9663676416.0,0.1318400025367737,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m2048n3072k768,fwd_bwd,,,28991029248.0,0.4272128105163574,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m2048n49152k576,fwd,,,115964116992.0,1.6708608627319337,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m2048n49152k576,fwd_bwd,,,347892350976.0,5.450956726074219,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m2048n768k3072,fwd,,,9663676416.0,0.14694080352783204,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m2048n768k3072,fwd_bwd,,,28991029248.0,0.4216832160949707,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m2048n768k768,fwd,,,2415919104.0,0.03951435463101256,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m2048n768k768,fwd_bwd,,,7247757312.0,0.12233788826886345,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m2144n832k1216,fwd_bwd,,,13014663168.0,0.22323200437757704,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m2320n1600k448,fwd_bwd,,,9977856000.0,0.18431999466635965,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m2336n768k1600,fwd_bwd,,,17222860800.0,0.27442800998687744,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m256n1536k576,fwd,,,452984832.0,0.009256960153579711,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m256n1536k576,fwd_bwd,,,1358954496.0,0.031725016690916936,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m256n3072k768,fwd,,,1207959552.0,0.02112963379070323,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m256n3072k768,fwd_bwd,,,3623878656.0,0.06896110238700077,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m256n49152k576,fwd,,,14495514624.0,0.22010879516601561,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m256n49152k576,fwd_bwd,,,43486543872.0,0.7112703800201416,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m256n768k3072,fwd,,,1207959552.0,0.024388682551500274,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m256n768k3072,fwd_bwd,,,3623878656.0,0.06887410816393401,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m256n768k768,fwd,,,301989888.0,0.0069067198038101196,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m256n768k768,fwd_bwd,,,905969664.0,0.02329291636685291,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m2576n384k1280,fwd_bwd,,,7596933120.0,0.13994666735331218,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m3152n1536k576,fwd,,,5577375744.0,0.08646121750707211,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m3152n1536k576,fwd_bwd,,,16732127232.0,0.26571598649024963,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m3152n3072k768,fwd,,,14873001984.0,0.20551679134368897,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m3152n3072k768,fwd_bwd,,,44619005952.0,0.6498303890228272,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m3152n49152k576,fwd,,,178476023808.0,2.63372802734375,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m3152n49152k576,fwd_bwd,,,535428071424.0,8.458617401123046,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m3152n768k3072,fwd,,,14873001984.0,0.22415359020233155,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m3152n768k3072,fwd_bwd,,,44619005952.0,0.6410240173339844,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m3152n768k768,fwd,,,3718250496.0,0.0578413690839495,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m3152n768k768,fwd_bwd,,,11154751488.0,0.17745920419692993,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m3616n448k2560,fwd,,,8294236160.0,0.14653439521789552,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m3616n448k2560,fwd_bwd,,,24882708480.0,0.413478422164917,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m3952n192k4096,fwd_bwd,,,18647875584.0,0.298276560647147,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m3968n1024k640,fwd_bwd,,,15602810880.0,0.2379093435075548,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m4096n4096k4096,fwd,,,137438953472.0,1.8807807922363282,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m4096n4096k4096,fwd_bwd,,,412316860416.0,5.523443222045898,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m5072n128k3136,fwd_bwd,,,12215648256.0,0.21175680160522461,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m512n1536k576,fwd,,,905969664.0,0.016642226343569547,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m512n1536k576,fwd_bwd,,,2717908992.0,0.054808888170454234,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m512n3072k768,fwd,,,2415919104.0,0.03955451179953182,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m512n3072k768,fwd_bwd,,,7247757312.0,0.12070400267839432,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m512n49152k576,fwd,,,28991029248.0,0.4178431987762451,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m512n49152k576,fwd_bwd,,,86973087744.0,1.4198783874511718,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m512n768k3072,fwd,,,2415919104.0,0.03841969141593346,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m512n768k3072,fwd_bwd,,,7247757312.0,0.11910399794578552,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m512n768k768,fwd,,,603979776.0,0.011400138711653693,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m512n768k768,fwd_bwd,,,1811939328.0,0.038638079166412355,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m5216n2240k1280,fwd,,,29910630400.0,0.4285439968109131,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m5216n2240k1280,fwd_bwd,,,89731891200.0,1.2775232315063476,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m5648n192k2176,fwd_bwd,,,14158135296.0,0.2514840066432953,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m6944n3840k192,fwd,,,10239344640.0,0.16066559553146362,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m6944n3840k192,fwd_bwd,,,30718033920.0,0.6122943878173828,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m7232n448k2368,fwd,,,15344336896.0,0.2574336051940918,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m7232n448k2368,fwd_bwd,,,46033010688.0,0.7360000133514404,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m7392n2240k192,fwd_bwd,,,19074908160.0,0.325631993157523,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m7472n320k3648,fwd,,,17445027840.0,0.2958336114883423,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m7472n320k3648,fwd_bwd,,,52335083520.0,0.8613887786865234,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m7584n3072k128,fwd_bwd,,,17892900864.0,0.3607786496480306,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m7824n768k3328,fwd,,,39994785792.0,0.5642240047454834,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m7824n768k3328,fwd_bwd,,,119984357376.0,1.6887807846069336,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m80n1536k576,fwd,,,141557760.0,0.005565440058708191,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m80n1536k576,fwd_bwd,,,424673280.0,0.023948000371456148,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m80n3072k768,fwd,,,377487360.0,0.011539462017037018,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m80n3072k768,fwd_bwd,,,1132462080.0,0.03591447310014204,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m80n49152k576,fwd,,,4529848320.0,0.16087039709091186,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m80n49152k576,fwd_bwd,,,13589544960.0,0.41840639114379885,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m80n768k3072,fwd,,,377487360.0,0.012991564614432198,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m80n768k3072,fwd_bwd,,,1132462080.0,0.035638858165059774,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m80n768k768,fwd,,,94371840.0,0.006451200246810913,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m80n768k768,fwd_bwd,,,283115520.0,0.018221457427907213,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m8192n1536k576,fwd,,,14495514624.0,0.1984511971473694,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m8192n1536k576,fwd_bwd,,,43486543872.0,0.6443007946014404,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m8192n3072k768,fwd,,,38654705664.0,0.5284336090087891,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m8192n3072k768,fwd_bwd,,,115964116992.0,1.6453632354736327,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m8192n49152k576,fwd,,,463856467968.0,6.6402732849121096,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m8192n49152k576,fwd_bwd,,,1391569403904.0,22.175949096679688,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m8192n768k3072,fwd,,,38654705664.0,0.5235712051391601,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m8192n768k3072,fwd_bwd,,,115964116992.0,1.6023551940917968,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m8192n768k768,fwd,,,9663676416.0,0.13173600435256957,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,bf16,m8192n768k768,fwd_bwd,,,28991029248.0,0.41000962257385254,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m1024n1024k1024,fwd,,,2147483648.0,0.04014080047607422,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m1024n1024k1024,fwd_bwd,,,6442450944.0,0.12787200510501862,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m1072n1280k1728,fwd_bwd,,,14226554880.0,0.23595023155212402,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m1072n832k2752,fwd_bwd,,,14727118848.0,0.2491245780672346,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m1872n960k1856,fwd_bwd,,,20012728320.0,0.3469546635945638,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m2048n1536k576,fwd,,,3623878656.0,0.05792914118085589,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m2048n1536k576,fwd_bwd,,,10871635968.0,0.17789334058761597,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m2048n2048k2048,fwd,,,17179869184.0,0.24273920059204102,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m2048n2048k2048,fwd_bwd,,,51539607552.0,0.7337984085083008,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m2048n3072k768,fwd,,,9663676416.0,0.13096959590911866,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m2048n3072k768,fwd_bwd,,,28991029248.0,0.42229762077331545,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m2048n49152k576,fwd,,,115964116992.0,1.6727376937866212,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m2048n49152k576,fwd_bwd,,,347892350976.0,5.472409439086914,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m2048n768k3072,fwd,,,9663676416.0,0.1458176016807556,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m2048n768k3072,fwd_bwd,,,28991029248.0,0.4167679786682129,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m2048n768k768,fwd,,,2415919104.0,0.03935372595693551,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m2048n768k768,fwd_bwd,,,7247757312.0,0.1217957664938534,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m2144n832k1216,fwd_bwd,,,13014663168.0,0.22229332394070095,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m2320n1600k448,fwd_bwd,,,9977856000.0,0.1832698258486661,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m2336n768k1600,fwd_bwd,,,17222860800.0,0.27296799421310425,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m256n1536k576,fwd,,,452984832.0,0.00914351999759674,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m256n1536k576,fwd_bwd,,,1358954496.0,0.03037316183890066,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m256n3072k768,fwd,,,1207959552.0,0.02094678256822669,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m256n3072k768,fwd_bwd,,,3623878656.0,0.06834251792342574,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m256n49152k576,fwd,,,14495514624.0,0.21985280513763428,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m256n49152k576,fwd_bwd,,,43486543872.0,0.6932479858398437,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m256n768k3072,fwd,,,1207959552.0,0.024131855332707786,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m256n768k3072,fwd_bwd,,,3623878656.0,0.06797241342478785,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m256n768k768,fwd,,,301989888.0,0.006860640048980713,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m256n768k768,fwd_bwd,,,905969664.0,0.02307011800653794,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m2576n384k1280,fwd_bwd,,,7596933120.0,0.13885013262430826,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m3152n1536k576,fwd,,,5577375744.0,0.08563199639320374,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m3152n1536k576,fwd_bwd,,,16732127232.0,0.26495999097824097,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m3152n3072k768,fwd,,,14873001984.0,0.20485119819641112,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m3152n3072k768,fwd_bwd,,,44619005952.0,0.6469632148742676,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m3152n49152k576,fwd,,,178476023808.0,2.6394111633300783,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m3152n49152k576,fwd_bwd,,,535428071424.0,8.41748504638672,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m3152n768k3072,fwd,,,14873001984.0,0.22077438831329346,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m3152n768k3072,fwd_bwd,,,44619005952.0,0.63405442237854,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m3152n768k768,fwd,,,3718250496.0,0.05754092106452355,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m3152n768k768,fwd_bwd,,,11154751488.0,0.1764693260192871,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m3616n448k2560,fwd,,,8294236160.0,0.14538880586624145,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m3616n448k2560,fwd_bwd,,,24882708480.0,0.4093952178955078,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m3952n192k4096,fwd_bwd,,,18647875584.0,0.2946194240025112,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m3968n1024k640,fwd_bwd,,,15602810880.0,0.23618488841586643,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m4096n4096k4096,fwd,,,137438953472.0,1.879859161376953,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m4096n4096k4096,fwd_bwd,,,412316860416.0,5.523859024047852,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m5072n128k3136,fwd_bwd,,,12215648256.0,0.20981760025024415,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m512n1536k576,fwd,,,905969664.0,0.01648027367062039,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m512n1536k576,fwd_bwd,,,2717908992.0,0.053137295954936256,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m512n3072k768,fwd,,,2415919104.0,0.039152940114339195,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m512n3072k768,fwd_bwd,,,7247757312.0,0.1195068219128777,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m512n49152k576,fwd,,,28991029248.0,0.41451520919799806,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m512n49152k576,fwd_bwd,,,86973087744.0,1.3813759803771972,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m512n768k3072,fwd,,,2415919104.0,0.03810886308258655,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m512n768k3072,fwd_bwd,,,7247757312.0,0.11806000024080276,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m512n768k768,fwd,,,603979776.0,0.011329109958141525,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m512n768k768,fwd_bwd,,,1811939328.0,0.038308391384049956,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m5216n2240k1280,fwd,,,29910630400.0,0.4280831813812256,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m5216n2240k1280,fwd_bwd,,,89731891200.0,1.2716032028198243,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m5648n192k2176,fwd_bwd,,,14158135296.0,0.2499839961528778,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m6944n3840k192,fwd,,,10239344640.0,0.16005120277404786,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m6944n3840k192,fwd_bwd,,,30718033920.0,0.6111231803894043,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m7232n448k2368,fwd,,,15344336896.0,0.2554879903793335,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m7232n448k2368,fwd_bwd,,,46033010688.0,0.7327744007110596,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m7392n2240k192,fwd_bwd,,,19074908160.0,0.3307519980839321,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m7472n320k3648,fwd,,,17445027840.0,0.29461119174957273,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m7472n320k3648,fwd_bwd,,,52335083520.0,0.8666751861572266,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m7584n3072k128,fwd_bwd,,,17892900864.0,0.359935998916626,9
NVIDIA_GeForce_RTX_4070_SUPER,v1,gemm,fp16,m7824n768k3328,fwd,,,39994785792.0,0.5634975910186768,9
